SN,tester,group,TN,CN,BN,cond,CCW,tgtsize,hand_theta,hand_theta_maxv,hand_theta_maxradv,handMaxRadExt,hand_theta_50,raw_ep_hand_ang,ti,fbi,ri,clampi,MT,RT,ST,radvelmax,maxRadDist,testMaxRadDist,hand_report
1,D,15,11,3,1,15,1,6,-2.66355826442808,3.43150798123139,2.59898910957469,NaN,6.99727638250428,132.336441735572,135,0,0,0,0.155869566458591,0.479593881725236,3.45109493349702,539.343064791787,NaN,90.8158010321899,NaN
1,D,15,12,3,1,15,1,6,14.9541658627362,9.25570902481059,9.25570902481059,17.097351591046,9.6693449988681,-120.045834137264,225,0,0,0,0.119902000875584,0.371688781269825,11.4723494100222,717.55369390859,98.3131291857381,98.3131291857381,NaN
1,D,15,13,4,1,15,1,6,5.41468280740367,11.3023773602602,11.3023773602602,5.17809418960806,11.6406751799698,140.414682807404,135,0,0,0,0.223809736995179,0.319731457880948,3.38511919230643,477.921493971726,80.3926317823389,87.3725576088295,NaN
1,D,15,14,4,1,15,1,6,11.7313532943688,8.35009235288453,8.35009235288453,12.1734725596283,7.46023544108823,-123.268646705631,225,0,0,0,0.143881079012033,0.351702560519186,2.22411440682782,626.323276114302,85.7751920946601,85.7751920946601,NaN
1,D,15,15,4,1,15,1,6,3.64969868662371,5.43978736567209,5.73065736892562,NaN,2.68326946246128,-41.3503013133763,315,0,0,0,0.179781941732415,0.307609264246366,2.63527325488724,455.458693317397,NaN,114.90119790104,NaN
1,D,15,16,4,1,15,1,6,3.765374628013,3.56794800148263,3.56794800148263,1.76230333992393,3.2947029764007,48.765374628013,45,0,0,0,0.127915057810924,0.411594519909102,1.66446927807345,600.211913764069,101.208026725861,101.208026725861,NaN
1,D,15,17,5,1,15,1,6,11.6444058395915,11.2428639133478,11.2428639133478,NaN,10.9935493340871,56.6444058395915,45,0,0,0,0.211691749847148,0.419475973898898,2.3517984083241,414.512642771192,NaN,107.299267393207,NaN
1,D,15,18,5,1,15,1,6,-8.09461106385612,-10.1951933953722,-10.1951933953722,-5.23456589892606,-11.0845982678941,-53.0946110638561,315,0,0,0,0.127879002209568,0.287709877401824,2.03585248812266,626.105811928367,112.679334754181,112.679334754181,NaN
1,D,15,19,5,1,15,1,6,-5.26463583296581,7.7480062973114,7.7480062973114,-8.03935912976713,9.40773775651434,129.735364167034,135,0,0,0,0.443478187713765,0.351590187227487,1.65241739286148,436.119687753546,118.751415887868,118.751415887868,NaN
1,D,15,20,5,1,15,1,6,13.7773345617009,11.2358971755129,11.2358971755129,14.6284295644199,10.9529065578095,-121.222665438299,225,0,0,0,0.103880994882388,0.379572038040749,2.40382994615965,801.87314647055,109.539390925705,109.539390925705,NaN
1,D,15,21,6,2,15,1,6,7.41082925788845,7.48680916158702,7.48680916158702,NaN,12.2330488471185,-37.5891707421115,315,1,0,0,0.303777455213663,0.631403587471766,2.8168630845621,402.972067349765,NaN,87.0600801222936,10
1,D,15,22,6,2,15,1,6,11.6882179164373,10.2998591553217,10.2998591553217,-17.1271066609857,9.67277143761646,-123.311782083563,225,1,0,0,0.0879254898980548,0.847268773175131,14.9694104278233,971.521116386504,86.9589822273531,96.2133941573642,10
1,D,15,23,6,2,15,1,6,2.86885832126862,2.27011879833876,2.27011879833876,3.37715579204052,1.9397163682668,47.8688583212686,45,1,0,0,0.0999166815144577,0.47560943731304,14.5131559377682,787.715821422043,107.785983427602,107.785983427602,-0
1,D,15,24,6,2,15,1,6,-1.45834892247979,0.397613953056151,0.397613953056151,NaN,4.16066948992,133.54165107752,135,1,0,0,0.0959205190321768,0.531511243488239,3.03129716335553,895.125972634048,NaN,93.0029352913458,-0
1,D,15,25,7,2,15,1,6,-8.84038348102841,-4.2065974755651,-4.2065974755651,NaN,-4.2065974755651,126.159616518972,135,1,0,0,0.171853615460293,0.363679329894978,2.26396546113779,539.122676915748,NaN,82.1845028676278,-5
1,D,15,26,7,2,15,1,6,-0.13013039795824,0.957271562918777,0.957271562918777,NaN,1.86060381314777,44.8698696020418,45,1,0,0,0.103914045850274,0.379679904379827,1.20891366576461,798.474364317089,NaN,92.499185727269,-0
1,D,15,27,7,2,15,1,6,1.92400698804607,1.31143400228211,1.31143400228211,NaN,0.727978085878874,-43.0759930119539,315,1,0,0,0.1238861448237,0.47160095583331,1.11302649816207,645.234149462908,NaN,88.8486413026407,-0
1,D,15,28,7,2,15,1,6,1.13722943494827,10.5665019181966,10.5665019181966,NaN,10.8776737315543,-133.862770565052,225,1,0,0,0.43163181942856,0.383543562528018,2.36801080947015,570.858738925439,NaN,83.7666293120778,-5
1,D,15,29,8,2,15,1,6,-8.90033013884414,-7.7875218582322,-7.7875218582322,NaN,-5.58773870159826,-53.9003301388441,315,1,0,0,0.103915247703696,0.407653943146386,11.2161999018706,824.405169883012,NaN,93.7758541529632,-10
1,D,15,30,8,2,15,1,6,7.52096863220342,11.0090586255252,11.0090586255252,NaN,11.4303503158719,142.520968632203,135,1,0,0,0.139882512823192,0.42764166621356,2.7716517641868,571.960091863549,NaN,84.1286183051222,5
1,D,15,31,8,2,15,1,6,5.54541496734407,2.27410494209562,2.27410494209562,NaN,-0.886642587319784,-129.454585032656,225,1,0,0,0.103914045850445,0.527561352361943,0.785329156091791,768.650092070752,NaN,90.8904117931205,5
1,D,15,32,8,2,15,1,6,1.24015562965341,0.136269156589385,0.136269156589385,NaN,0.28418290208694,46.2401556296534,45,1,0,0,0.343708132311292,0.36369104796546,1.7485223963871,638.93321101179,NaN,85.4375541107813,-5
1,D,15,33,9,2,15,1,6,6.25370041932365,4.34931359037523,4.34931359037523,NaN,3.43712269345247,-128.746299580676,225,1,0,0,0.0879212834115606,0.407664158900388,1.9303706245405,892.286978808828,NaN,92.0759291043982,5
1,D,15,34,9,2,15,1,6,3.10439528240875,0.609576306923088,0.609576306923088,NaN,-2.79319222812217,-41.8956047175913,315,1,0,0,0.12782341649131,0.411462316038183,2.70521030481109,687.141054035271,NaN,92.6115117712697,-0
1,D,15,35,9,2,15,1,6,4.98517019700679,4.0433296963518,4.0433296963518,NaN,3.02556749502844,139.985170197007,135,1,0,0,0.13201638246403,0.45161864110662,8.05505419908195,599.850388956963,NaN,87.5942549592125,5
1,D,15,36,9,2,15,1,6,1.4890078511971,3.27111406173437,3.27111406173437,NaN,3.27111406173437,46.4890078511971,45,1,0,0,0.119884874464901,0.339708063805688,3.64275328984775,686.720678649024,NaN,86.0413402283038,-0
1,D,15,37,10,2,15,1,6,-2.83590053946924,-1.56091859844889,-1.8217480815095,NaN,1.33032886454581,132.164099460531,135,1,0,0,0.119898395316113,0.523511406941225,2.06020053524696,718.995277811473,NaN,112.737374909153,-0
1,D,15,38,10,2,15,1,6,0.535818112442442,0.509025393564663,0.509025393564663,0.288371846461573,0.332637022469868,45.5358181124424,45,1,0,0,0.123896661041385,0.359683167413095,2.65165451643168,636.191627748039,106.133919784528,106.133919784528,-0
1,D,15,39,10,2,15,1,6,-1.55489433406143,-0.887325352783932,-0.887325352783932,NaN,2.5124750130326,-46.5548943340614,315,1,0,0,0.107905400918412,0.387653901081194,3.11074147442878,814.89511341471,NaN,89.0180981214021,-0
1,D,15,40,10,2,15,1,6,5.05978572809124,2.98895522308806,2.98895522308806,NaN,0.297667358495517,-129.940214271909,225,1,0,0,0.123871422120033,0.391676804800795,2.68368571173698,647.953032310754,NaN,98.0853650437965,5
1,D,15,41,11,2,15,1,6,1.60865903337469,2.95259838138651,2.42265569974268,6.11247010026312,9.9413266943281,-43.3913409666253,315,1,0,0,0.1318883850779,0.335716408272788,3.82676845964318,668.801031890507,100.291876503273,100.291876503273,-0
1,D,15,42,11,2,15,1,6,5.28368285251975,2.18995896579474,2.18995896579474,5.82031968892511,0.253270881292792,-129.71631714748,225,1,0,0,0.0999184842946761,0.327727087941753,2.15218258075868,794.371429273205,108.025846206739,108.025846206739,5
1,D,15,43,11,2,15,1,6,-6.94928409328989,-7.05204574569351,-7.00629269603409,-7.89136193137804,-8.02660248333667,38.0507159067101,45,1,0,0,0.111904868498186,0.355700225317946,2.93153011258914,748.037626130613,130.194709046844,130.194709046844,-5
1,D,15,44,11,2,15,1,6,5.44107706936597,6.54473600093741,6.54473600093741,NaN,7.12248058645912,140.441077069366,135,1,0,0,0.135867120686385,0.347715411937543,2.81162721032297,593.806509213221,NaN,106.509580937174,5
1,D,15,45,12,2,15,1,6,0.710080980641777,-0.208272896841081,-0.208272896841081,1.00431357171508,-0.705746751857518,45.7100809806418,45,1,0,0,0.111907873131258,0.3236831517886,9.34719981683565,757.845362102594,102.004562987659,102.004562987659,-0
1,D,15,46,12,2,15,1,6,-0.754712642752793,-0.330176967903697,-0.330176967903697,NaN,-1.04257038592164,134.245287357247,135,1,0,0,0.135869524393684,0.37959607510777,2.38153286182478,596.455918471803,NaN,113.845483544594,-0
1,D,15,47,12,2,15,1,6,1.57833272891122,-0.606047226158921,-0.606047226158921,1.74800800296748,-1.03554520081195,-133.421667271089,225,1,0,0,0.139896634600746,0.403597087068988,2.28140495457956,586.245846922499,100.914353077689,100.914353077689,-0
1,D,15,48,12,2,15,1,6,1.71014435550813,0.859484569613244,0.859484569613244,4.20393259059972,1.10851419334671,-43.2898556444919,315,1,0,0,0.131893793417817,0.34367628319626,3.59255157378141,687.502514695771,119.685480442166,119.685480442166,-0
1,D,15,49,13,2,15,1,6,-1.40829213338004,-0.574236979787848,-0.574236979787848,NaN,0.169882978731003,43.59170786662,45,1,0,0,0.0878897347602106,0.407595052329839,3.58291751710226,959.685303221246,NaN,123.372508660303,-0
1,D,15,50,13,2,15,1,6,0.756740813858528,-2.64809664542452,-2.64809664542452,2.21358390056037,-4.69975452270961,-134.243259186141,225,1,0,0,0.0998902407403648,0.367685708131944,2.11603563855795,852.83111877854,119.124739837525,119.124739837525,-0
1,D,15,51,13,2,15,1,6,-1.62832240283302,-2.13457923393869,-2.13457923393869,NaN,-1.51482511651992,133.371677597167,135,1,0,0,0.151872502586002,0.383621082070022,2.58339915984368,527.684450513345,NaN,98.360639064326,-0
1,D,15,52,13,2,15,1,6,1.27174138761626,2.77361749557304,2.77361749557304,0.237752779678999,3.66397540659887,-43.7282586123837,315,1,0,0,0.123893956870006,0.387476026779837,2.64374481888456,674.928827076243,125.746522634345,125.753635381596,-0
1,D,15,53,14,2,15,1,6,2.70009364284249,-1.17404336116988,-1.17404336116988,4.14839703394773,-2.58516957832035,-132.299906357158,225,1,0,0,0.115900730516387,0.311608731825231,3.03533839534202,714.169312937281,110.016738838112,110.370622813373,-0
1,D,15,54,14,2,15,1,6,8.94315242079875,3.91793301580012,3.91793301580012,NaN,1.09193463929773,143.943152420799,135,1,0,0,0.147860716010541,0.359662735904976,2.36796664135784,555.529344400932,NaN,88.7577020968017,10
1,D,15,55,14,2,15,1,6,-1.04950622425483,0.220157917447338,0.220157917447338,-1.56026914317086,0.943591580621288,43.9504937757452,45,1,0,0,0.124009034331493,0.307455427013451,2.43135419129726,611.919123595693,112.272853055117,112.272853055117,-0
1,D,15,56,14,2,15,1,6,0.84761434319978,3.80771755788055,3.80771755788055,0.446296066635682,5.84959453527642,-44.1523856568002,315,1,0,0,0.139880710042803,0.343712038333251,7.2517104627043,558.764811453052,137.918592869988,137.918592869988,-0
1,D,15,57,15,2,15,1,6,3.4432972695065,1.1893696937999,1.1893696937999,5.7525567452243,-0.202894536141571,-131.556702730493,225,1,0,0,0.115906739783327,0.295721732484139,2.94353212088436,690.018154617017,122.720897640171,122.720897640171,5
1,D,15,58,15,2,15,1,6,0.0180412084354202,-0.01539835591052,-0.01539835591052,-0.889236587251503,0.769804372343458,-44.9819587915646,315,1,0,0,0.119900799022048,0.459615773483961,2.24410453360213,704.072301026613,137.987693086806,137.987693086806,-0
1,D,15,59,15,2,15,1,6,0.40178066983782,1.4082991311839,1.4082991311839,NaN,3.38402634391241,135.401780669838,135,1,0,0,0.139884015139273,0.387676435831622,2.74767839484798,581.596577447897,NaN,100.786649987819,-0
1,D,15,60,15,2,15,1,6,-4.19459324959452,-3.19870054689685,-3.19870054689685,-5.53758493448468,-2.63870001069315,40.8054067504055,45,1,0,0,0.103912243069658,0.303746807953189,2.14819693449476,790.573750626184,120.863066385068,120.863066385068,-5
1,D,15,61,16,3,15,1,6,-3.55728780834011,-2.63666946208566,-2.63666946208566,-3.7419677672175,-2.47730550536549,41.4427121916599,45,0,0,0,0.107894283775181,0.367639436774652,8.18107543642577,719.772119166224,107.402782497545,107.402782497545,5
1,D,15,62,16,3,15,1,6,-6.74883281475786,-8.59944944263878,-8.59944944263878,0.0542650249931,-8.38100034867441,128.251167185242,135,0,0,0,0.13187516469111,0.403660184370551,3.49298282882103,610.536236623852,114.680286338503,114.680286338503,-0
1,D,15,63,16,3,15,1,6,5.01822889927945,2.78302316204258,2.78302316204258,5.44128323159657,1.45310091085673,-129.981771100721,225,0,0,0,0.0999034611277239,0.339701153148553,2.2719989495821,789.798165310263,114.031859600308,114.031859600308,-0
1,D,15,64,16,3,15,1,6,2.39612899435485,4.57350096636509,4.57350096636509,1.02750498506157,8.15772953732215,-42.6038710056451,315,0,0,0,0.119883372148365,0.407501608230177,3.13513849707601,684.109338000115,143.64658083141,143.64658083141,-0
1,D,15,65,17,3,15,1,6,-2.04624366316649,-1.04112870668005,-1.04112870668005,-3.2785312243884,-0.632894316224132,42.9537563368335,45,0,0,0,0.10790570138181,0.343687099876774,10.3725261726158,724.509245527983,119.7157948448,119.7157948448,-0
1,D,15,66,17,3,15,1,6,0.74644301628507,-0.61671772802913,-0.61671772802913,1.93077401981975,-2.76309864655718,-134.253556983715,225,0,0,0,0.11989358790197,0.443496215514074,2.89902598797335,692.291453212812,125.843433792153,125.843433792153,-0
1,D,15,67,17,3,15,1,6,-6.29688542701763,-3.59182880691904,-4.3677922445531,NaN,-1.78083315656411,128.703114572982,135,0,0,0,0.139831434054258,0.431609585141928,2.2918824118691,560.350338617549,NaN,105.426878014236,-0
1,D,15,68,17,3,15,1,6,-2.74216391954269,-2.7945518627464,-2.7945518627464,-0.530464012979451,-2.65708915274803,-47.7421639195427,315,0,0,0,0.135881843390848,0.387569170417578,2.62731217811017,651.716689842473,152.505291215148,152.512308719361,-5
1,D,15,69,18,3,15,1,6,-4.11716422477389,-6.41531528625955,-6.41531528625955,-1.59291188780048,-12.1701331012487,-139.117164224774,225,0,0,0,0.127899133253095,0.467545301608538,3.4468385697578,698.63408955925,143.563844851037,143.563844851037,-0
1,D,15,70,18,3,15,1,6,-5.03047663810187,-3.90597407186203,-3.90597407186203,-6.45738841015864,-3.03238396856369,39.9695233618981,45,0,0,0,0.0999103717845173,0.363648382170709,4.34939410064362,812.445641779932,122.221896880287,122.22495741496,-0
1,D,15,71,18,3,15,1,6,-7.73797844341397,-9.24397612752682,-9.24397612752682,-3.79828459421424,-12.9216601964363,-52.737978443414,315,0,0,0,0.119898094852033,0.343705728603936,2.61160635816236,690.109879470646,139.467402108905,139.467402108905,-10
1,D,15,72,18,3,15,1,6,1.00803888291321,3.23369202198944,3.23369202198944,NaN,6.07157286218737,136.008038882913,135,0,0,0,0.131698191781311,0.355583946003321,6.78764392569667,623.44224574579,NaN,89.3471065352259,5
1,D,15,73,19,3,15,1,6,4.08272604488735,3.63270156319186,3.63270156319186,3.47780538407198,2.06950734573496,-40.9172739551126,315,0,0,0,0.135729508474697,0.36731794099785,2.47357680278833,613.40979378201,130.504874680153,130.519875065701,-0
1,D,15,74,19,3,15,1,6,-7.50576117621479,-6.941712987171,-6.941712987171,-9.40989031222708,-6.80380742535119,37.4942388237852,45,0,0,0,0.0918762824151145,0.407680684383422,7.09630541257411,895.742585125906,137.620589424665,137.620589424665,-0
1,D,15,75,19,3,15,1,6,4.54514431255544,6.33293210552969,6.33293210552969,4.24905577271466,7.58613242105068,139.545144312555,135,0,0,0,0.131835803993454,0.427642267139504,2.73161832862297,608.634110918972,107.964599721376,107.964599721376,-0
1,D,15,76,19,3,15,1,6,-1.63674056314414,-3.36131102464913,-3.01541103146724,-0.778288590787042,-4.64761686626832,-136.636740563144,225,0,0,0,0.143872666037737,0.447642309205321,2.39980043224909,547.448459994872,121.717449976807,121.717449976807,-0
1,D,15,77,20,3,15,1,6,-6.11043027611368,-6.41387035603918,-6.41387035603918,NaN,-8.04131305244586,128.889569723886,135,0,0,0,0.127878100819203,0.499517606100767,2.70352500590786,619.188133445383,NaN,89.6536481111402,-0
1,D,15,78,20,3,15,1,6,-7.02501901888016,-6.15474663366762,-6.15474663366762,-9.26944051044809,-5.23425309714362,37.9749809811198,45,0,0,0,0.111906370814495,0.475571879395602,2.863414170993,696.417295991486,151.560143145193,151.560143145193,-0
1,D,15,79,20,3,15,1,6,0.648386001934682,-0.633747968742682,-0.309754678491402,0.410650080768619,-1.23714337323014,-134.351613998065,225,0,0,0,0.119892686512003,0.423627475931085,2.82349461104013,661.465936184604,115.220952191397,115.220952191397,-0
1,D,15,80,20,3,15,1,6,-2.716428683294,-2.7542439112367,-2.7542439112367,-2.03339403103922,-0.246711635018869,-47.716428683294,315,0,0,0,0.139883714677012,0.347705797110279,2.40376174098344,628.006605938882,150.985937929823,150.985937929823,-5
1,D,15,81,21,3,15,1,6,-0.00165907908200325,0.398441570786474,0.398441570786474,-3.48136882067865,1.79693275394686,-45.001659079082,315,0,0,0,0.135892660071249,0.371688180342062,7.58727002911166,650.05585713516,154.945072747696,154.945072747696,-0
1,D,15,82,21,3,15,1,6,-8.0728067637824,-8.0728067637824,-8.0728067637824,-13.3688403962304,-5.29749818114455,36.9271932362176,45,0,0,0,0.111905469424187,0.487588309933017,2.50387883154622,774.199667669069,162.13446052832,162.13446052832,-0
1,D,15,83,21,3,15,1,6,-0.990528327790741,-1.93337006712005,-1.71283294481202,-1.51133947846142,-3.27326194610987,-135.990528327791,225,0,0,0,0.0999160805882866,0.315733492618506,2.4759041918536,795.199489923576,140.568148382604,140.568148382604,5
1,D,15,84,21,3,15,1,6,-3.98381675409786,-2.42440539821067,-2.42440539821067,NaN,0.187322621482195,131.016183245902,135,0,0,0,0.155864759045357,0.435639399517754,2.8475725416173,517.773992668339,NaN,86.5378317434854,-0
1,D,15,85,22,3,15,1,6,-2.4535854058372,-2.83310681916845,-2.83310681916845,-0.461877161955158,-6.62598867692037,-47.4535854058372,315,0,0,0,0.143876572061345,0.423639794927908,2.50386951718247,607.24867774984,152.305373704108,152.312513953361,-5
1,D,15,86,22,3,15,1,6,-1.47537262325261,-0.410777609735504,-0.410777609735504,-2.78665566138264,1.914964972924,133.524627376747,135,0,0,0,0.14785801183973,0.419440218760428,6.46977834518646,592.801935353017,131.65856599989,131.65856599989,-0
1,D,15,87,22,3,15,1,6,-5.78906695029336,-5.48620151131839,-5.48620151131839,-9.85840861406304,-4.12645028453295,39.2109330497066,45,0,0,0,0.131910619366522,0.355622705774181,2.44307646822472,635.802889212121,174.318434064003,174.318434064003,-5
1,D,15,88,22,3,15,1,6,-2.67040126370932,-3.58474677254549,-3.46054531170682,NaN,-4.65624728010664,-137.670401263709,225,0,0,0,0.15578453533135,0.427553329989678,2.69351897561125,533.55335308998,NaN,89.1972950037569,-0
1,D,15,89,23,3,15,1,6,-4.91297636800647,-3.60935153040495,-3.60935153040495,NaN,-2.75251008699584,130.087023631994,135,0,0,0,0.159831476118711,0.491606706701987,2.34584953456692,473.762426438552,NaN,88.0750622905896,-0
1,D,15,90,23,3,15,1,6,-0.304801455771099,-0.352020141978301,-0.352020141978301,-1.63778963489835,-0.550260776236201,-135.304801455771,225,0,0,0,0.139880409579519,0.443501022926966,1.9963100096636,576.539898804347,125.752527941776,125.752527941776,-0
1,D,15,91,23,3,15,1,6,-4.20635533910615,-3.12885450627481,-3.12885450627481,NaN,-2.66247839728934,40.7936446608939,45,0,0,0,0.107916217599495,0.383529140287351,1.93635194834019,716.670578872069,NaN,128.014161152604,-0
1,D,15,92,23,3,15,1,6,-5.86705950512965,-5.29128268513455,-5.29128268513455,-6.90890063413912,-5.73874044261191,-50.8670595051296,315,0,0,0,0.147878743811248,0.319711627300308,2.77543039120803,540.733799528404,117.139935798426,117.139935798426,-5
1,D,15,93,24,3,15,1,6,-6.1878205469194,-6.60031748264112,-6.60031748264112,-6.05882067931179,-7.42854728960304,-51.1878205469194,315,0,0,0,0.111907873131145,0.495578231191075,2.66761663160821,729.868122048191,153.163067802582,153.163067802582,-0
1,D,15,94,24,3,15,1,6,-9.8351275209599,-9.13313362169984,-9.13313362169984,-12.2015399145956,-7.60144366949552,35.1648724790401,45,0,0,0,0.111905168960902,0.455572137793865,3.58280634566552,782.348305247217,143.660614042034,143.660614042034,-0
1,D,15,95,24,3,15,1,6,-6.01297675753062,-6.99431860274427,-6.99431860274427,-4.50282970189823,-9.97068144556414,-141.012976757531,225,0,0,0,0.135907382775031,0.39553896063228,3.01466441399043,622.556418120072,140.5137904368,140.5137904368,-0
1,D,15,96,24,3,15,1,6,-3.29084465771729,-4.80012879717614,-4.80012879717614,NaN,-5.74856084999442,131.709155342283,135,0,0,0,0.195827285256428,0.435641803225849,4.09445425791228,418.231522824411,NaN,103.462600976414,-5
1,D,15,97,25,3,15,1,6,0.517591299534672,0.938276377869215,0.938276377869215,0.278407042122524,1.61278271592471,-44.4824087004653,315,0,0,0,0.147873635933934,0.427638361117261,2.6277793986095,597.659426068108,133.623556143041,133.651888681377,-0
1,D,15,98,25,3,15,1,6,-12.0833419944653,-11.7247717056948,-11.7247717056948,-13.9623177683679,-9.31157988277213,32.9166580055347,45,0,0,0,0.127894926767112,0.343714442041119,3.63094898642976,633.172349636308,138.902279695154,138.910862798104,-5
1,D,15,99,25,3,15,1,6,-2.08328772750559,-2.65138876570677,-2.65138876570677,NaN,-7.98976119383173,-137.083287727506,225,0,0,0,0.127891621669846,0.379680204844362,7.1719873216457,732.494377852083,NaN,143.338257532498,-0
1,D,15,100,25,3,15,1,6,-0.702549351396328,-0.49307652204979,-0.49307652204979,NaN,-2.9752737899307,134.297450648604,135,0,0,0,0.147876640567006,0.407658450096392,2.48391123952422,562.473014081532,NaN,90.0100447361689,-0
1,D,15,101,26,4,15,1,6,-10.0533372682413,-8.66841463754068,-8.66841463754068,-10.534161279923,-8.46065639964636,34.9466627317587,45,1,15,1,0.107826979985703,0.343495103799796,8.72414159874575,783.353466144617,109.241621221966,109.241621221966,15
1,D,15,102,26,4,15,1,6,-1.43649821657425,-1.56415158860636,-1.80512113874886,0.0494604075120719,-2.91717821291007,-136.436498216574,225,1,15,1,0.11590133144432,2.0342852713195,7.25183124896535,791.32162262693,152.504110189327,152.504110189327,10
1,D,15,103,26,4,15,1,6,-6.51238853231035,-6.65207237729271,-6.65207237729271,NaN,-4.8100804629135,-51.5123885323104,315,1,15,1,0.163853177984493,0.435644507396773,5.40729879547371,505.008154091381,NaN,87.1598937059173,20
1,D,15,104,26,4,15,1,6,-33.477439428883,-31.2761288237456,-31.2761288237456,NaN,-28.6020345982439,101.522560571117,135,1,15,1,0.151717163037119,1.22302552766723,9.25366077027252,544.724035899112,NaN,100.232886288969,-0
1,D,15,105,27,4,15,1,6,-4.34359916976905,-5.80815319909698,-5.80815319909698,NaN,-6.77237271962991,-139.343599169769,225,1,15,1,0.123869619340894,0.44759934294666,9.63656825191151,651.799778127322,NaN,86.7362309956188,5
1,D,15,106,27,4,15,1,6,-17.9549640353982,-17.3762790387061,-17.3762790387061,-19.636811159881,-16.7646499888203,27.0450359646018,45,1,15,1,0.115901631907036,0.515562048235097,2.53585564298646,720.981353020446,134.992319226734,134.992319226734,5
1,D,15,107,27,4,15,1,6,-1.32102190413363,0.164767013701237,0.164767013701237,NaN,2.27184852108525,133.678978095866,135,1,15,1,0.147875138251266,0.88325076099477,5.38145414042583,538.306819126519,NaN,98.0985070851845,10
1,D,15,108,27,4,15,1,6,-2.45528051334014,-3.3990188292309,-3.3990188292309,-1.3169439266988,-4.75883971499297,-47.4552805133401,315,1,15,1,0.127896729546819,0.527551737534623,2.24011197668278,641.070834978392,131.085395824301,131.10647729094,-0
1,D,15,109,28,4,15,1,6,-7.30844322615167,-9.30038133766698,-9.30038133766698,NaN,-12.8523742797916,-142.308443226152,225,1,15,1,0.1199020008753,0.399661017255085,3.51699165282412,686.639253872723,NaN,121.674106739353,-0
1,D,15,110,28,4,15,1,6,0.530901547776608,1.13222497363091,1.13222497363091,NaN,0.926345627854488,135.530901547777,135,1,15,1,0.115834027653818,1.41463671127235,2.85658163453445,688.578561080428,NaN,90.0950350613463,5
1,D,15,111,28,4,15,1,6,-3.96632051565257,-3.78675593509604,-3.88014408884578,-4.53733456774802,-0.661711930461763,-48.9663205156525,315,1,15,1,0.143846225264269,0.419637623177096,2.64312736670968,625.004914969116,144.991622015834,144.991622015834,-0
1,D,15,112,28,4,15,1,6,-12.1451430274147,-10.7535917737037,-10.7535917737037,-15.295848227691,-9.07566330901476,32.8548569725853,45,1,15,1,0.131853531329625,0.459521728457048,2.43565111758835,603.682187765509,137.597143975119,137.597143975119,-0
